2017-04-03 12:29:06,@HORANCapitalAdv Good news about the S&amp;P500! Seen how it would be effected if the H1B would be cancelled? Not good! https://t.co/dBqwuTTAWX
2017-04-03 12:28:33,RT @1800ASENNA: S&amp;P500 minor TL breach. The high probability outcome is a move into 2250. #SPX $ES_F https://t.co/l9IdU7U7kp
2017-04-03 12:27:27,Self-Driving Cars Raise Questions About Who Carries Insurance - NPR https://t.co/cTFpNqqAtF https://t.co/In5XRGs5ri
2017-04-03 12:19:18,#S&amp;P500..Is not looking that great to be fair https://t.co/PdnkLNmt1W
2017-04-03 12:14:27,"#ES eMini S&amp;P500 Futures Trading in range, retrace to POC at 2364? https://t.co/pvLHXqguOv #BossFutures https://t.co/vyIcXMCzVd"
2017-04-03 12:02:54,Is the #S&amp;P500 getting ready to crash in #2k17? - Read and find out? https://t.co/PeoAOaJ07I
2017-04-03 11:53:15,Here's What Getting 20% Less Than You Deserve Actually Feels Like - Fortune https://t.co/OaRtU1xrm1 https://t.co/XoR4X5hjgg
2017-04-03 11:46:23,@takis2910 @henrictamm Does it look the same with the S&amp;P500?
2017-04-03 11:32:26,Holding on to S&amp;P500 short for 4th week – toptradr https://t.co/ju5xE0ZzgQ https://t.co/fNBcVxT0Fx
2017-04-03 11:20:10,Sheryl Sandberg's https://t.co/KejhKR764X and businesses to raise awareness about gender pay gap - The Mercury News… https://t.co/0hp1ehi4Hy
2017-04-03 11:11:39,Detailed #S&amp;P500 Forecast https://t.co/qtq3Cwuwh8 FLAT #bot forecast given Friday night for today subscribers see this info for 29.99 month
2017-04-03 11:07:14,Technical Analysis on the #SPX and #N225 Indices - 3rd April - https://t.co/4JsUyvMAyq via @YouTube  #s&amp;p500 #Nikkei225 #indextrading #s&amp;p
2017-04-03 11:03:13,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by tradingsafely1 &gt;&gt;… https://t.co/guO4kBUCW3 v…
2017-04-03 11:00:50,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by @tradingsafely1 &gt;&gt;… https://t.co/qHPldZgEVg
2017-04-03 11:00:45,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by @tradingsafely1 &gt;&gt;… https://t.co/7lodxRV5Z0
2017-04-03 11:00:45,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by @tradingsafely1 &gt;&gt;… https://t.co/6Rw6QOf9kQ
2017-04-03 11:00:45,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by @tradingsafely1 &gt;&gt;… https://t.co/ZjS55m83Tw
2017-04-03 11:00:44,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by @tradingsafely1 &gt;&gt;… https://t.co/RjhvuAVVU3
2017-04-03 10:47:18,Self-Driving Cars Raise Questions About Who Carries Insurance - NPR https://t.co/YrDnu8v78b https://t.co/5XO7xSoJch
2017-04-03 10:14:55,Reckitt Benckiser to explore options for food unit - MarketWatch https://t.co/OHtwkO8AKw https://t.co/4AhRmn22nD
2017-04-03 10:02:32,Weekly S&amp;P500 #Stocks Trend $STX $URI $WYNN $PHM $RCL $MU $GLW $SHW $VRTX $FLR $DOW $DD $NSC $KLAC $ADI $FDX  @ https://t.co/RPeaHBZz9y
2017-04-03 10:02:16,Weekly S&amp;P500 #Stocks Performance $STX $URI $WYNN $PHM $RCL $WDC $DHI $MU $CSX $AVGO $GLW $SHW $NVDA $VRTX more@ https://t.co/RPeaHBZz9y
2017-04-03 09:32:14,Burberry licenses beauty business to Coty in new partnership deal https://t.co/1j1KQMbCSW Business News https://t.co/ojcETCKR1q
2017-04-03 09:29:17,RBS rising from ruins as shadow of former self https://t.co/Ylq7F3oEaB Business News https://t.co/Z58uJrATXj
2017-04-03 09:07:42,U.K. Manufacturing Slows as Inflationary Pressures Continue - Bloomberg https://t.co/vwFpVqwEWK https://t.co/c9iEVaofIM
2017-04-03 09:04:01,"RT @karangoel: Q1 2017 is over. Here's how S&amp;P500 components performed.

Industrials, manufacturing and big oil were the biggest losers.

$…"
2017-04-03 09:02:20,S&amp;P500 Daily Watch 2360-2370 $SPX500USD https://t.co/0mhErvI03p TV_TradingIdeas
2017-04-03 08:57:27,S&amp;P500 Daily Watch 2360-2370 $SPX500USD https://t.co/J5vRL7NU6U
2017-04-03 08:44:20,German court rebuffs VW complaint over prosecutors' searches https://t.co/wGU9HHOWpT Business News https://t.co/lU0wreNfB9
2017-04-03 08:44:17,Linde chairman ready to use casting vote for Praxair merger: FT https://t.co/7gKE4jVbjn Business News https://t.co/TelG8DQFop
2017-04-03 08:33:21,Apple to end use of Imagination Technologies chips - Financial Times https://t.co/gORitXPn0J
2017-04-03 08:33:21,Conservative Split Over Import Tax Imperils Trump's Overhaul - New York Times https://t.co/gmJZ8jxeSf https://t.co/M9gzBer2y5
2017-04-03 08:13:23,Trump Rally is Over!!  Get Institutional Analysis on #S&amp;P500 and #DOW by tradingsafely1  &gt;&gt;… https://t.co/2LwGNFiwdC via uk_stocktweets
2017-04-03 08:05:10,Trump Rally is Over!!  Get Institutional Analysis on #S&amp;P500 and #DOW by @tradingsafely1  &gt;&gt;… https://t.co/JI7sB04OSB
2017-04-03 08:05:10,Trump Rally is Over!!  Get Institutional Analysis on #S&amp;P500 and #DOW by @tradingsafely1  &gt;&gt;… https://t.co/IVjBH460pw
2017-04-03 08:05:10,Trump Rally is Over!!  Get Institutional Analysis on #S&amp;P500 and #DOW by @tradingsafely1  &gt;&gt;… https://t.co/Sn2j6EURAH
2017-04-03 08:05:09,Trump Rally is Over!!  Get Institutional Analysis on #S&amp;P500 and #DOW by @tradingsafely1  &gt;&gt;… https://t.co/9xr5Ae9hkM
2017-04-03 08:05:08,Trump Rally is Over!!  Get Institutional Analysis on #S&amp;P500 and #DOW by @tradingsafely1  &gt;&gt;… https://t.co/WtI5dKauZz
2017-04-03 08:00:17,Imagination Technologies' stock just crashed 64% after saying Apple is ditching it - Business Insider… https://t.co/Ba4giy37wZ
2017-04-03 08:00:15,Tesla Sells A Record 25000 Units In The First Quarter Of 2017 - NDTV https://t.co/S9WDdbu9SB https://t.co/c8crSSTOaD
2017-04-03 08:00:12,Is the #S&amp;P500 getting ready to crash in #2k17? - Read and find out  https://t.co/ggX62h6W0y
2017-04-03 07:45:28,"@RichardPPhilbin Apologies! Yes, agreed! But like to be optimistic... If the S&amp;P500 can withstand Trump, the FTSE can recover from Brexit."
2017-04-03 07:28:16,APNewsBreak: Losses from mine spill may be less than feared - San Francisco Chronicle https://t.co/3TvRs9fxbR https://t.co/MZGk4dZpDZ
2017-04-03 07:13:33,Etihad Airways says bookings to U.S. healthy despite laptop ban https://t.co/pVvALhzV2l Business News https://t.co/FHmngZjmIJ
2017-04-03 06:51:06,Apple sparks row with pledge to drop Imagination Tech graphics https://t.co/cQscDINgNo Business News https://t.co/BKmhXw1nH1
2017-04-03 06:41:08,Solid Asia factory growth caps a strong first quarter but outlook cloudy https://t.co/RmSa8XJjCL Business News https://t.co/zI1oInDeWy
2017-04-03 06:37:28,#toptradr prop desk has picked up some long #EURUSD positions; long #USDCHF remains in tact. Attempts again to short S&amp;P500.
2017-04-03 06:29:32,"CTA, HEDGE FUNDS, MANAGED FUTURES, S&amp;P500 https://t.co/rj09G53vy2
#jbinary options signals # binary ladder signals # nadex binary signals"
2017-04-03 06:22:08,Op-Ed: Trump's climate policies are so 'wrongheaded' even his voters don't agree - CNBC https://t.co/jkkUZejGOf https://t.co/m0QaIUSKXu
