Date,Tweet
2017-03-15 09:51:00,Morning markets of the futures for indexology! ~ NASDAQ SP500 DOW ~ Finance Business Markets IndexologyÖ 
2017-03-15 09:45:00,RT FXstreetReports: FOMC Day By MarketTeaLeaves  SP500 Gold DollarIndex Correlation
2017-03-15 09:29:00,SP500 And Nasdaq100 Forecast - Wednesday Mar. 15 $NDX $SPX 
2017-03-15 09:00:00,FOMC Day By MarketTeaLeaves  SP500 Gold DollarIndex Correlation
2017-03-15 08:51:00,FTSE 100 rises and pound jumps above $1.22 aheadÖ  topics_organisations_sp500 topics_organisations_nasdaq EONOMICS
2017-03-15 08:42:00,S&amp;P500 03.15.2017Elliottwave forextrading SPX  
2017-03-15 08:29:00,Sp500 still bears area hold 2370 2375 next 2376 2381 Dax 12 020 12 060
2017-03-15 08:28:00,FinSentS_SP500 Image Protect Inc. $IMTL Announces Major Increase in Actionable Copyright/Infringement Cases &gt; 
2017-03-15 07:46:00,MARKET UPDATE DOW JONES SP500 NASDAQ AT SUPPORT:  via YouTube
2017-03-15 07:20:00,stockmarket investPerformance Indicators and Signals for DOW30 FTSE100 SP500 DAX30 and Nikkei as on 15/03 
2017-03-15 07:19:00,$NFLX:US Netflix to finish and release Orson Welles' final film NETFLIX INC   SP500
2017-03-15 07:18:00,$GE:US Harbin Electric : to Set up Joint Venture With General Electric (China) Co GENERAL ELECTRIC CO   SP500
2017-03-15 07:18:00,$KRFT:US Unilever CEO urges UK to provide 'level playing field' after Kraft bid KRAFT FOODS INC   SP500
2017-03-15 07:17:00,$URBN:US Coachella Hits Urban Outfitters Free People With TM Suit URBAN OUTFITTERS INC   SP500
2017-03-15 07:16:00,$HD:US Home Depot Deal May Spur Banks To Sue Data Breach Targets HOME DEPOT INC   SP500
2017-03-15 07:15:00,$CTXS:US  Cisco Seen As Best Fit Amid Citrix Potential Sale  CITRIX SYSTEMS INC   SP500
2017-03-15 07:15:00,$T:US The 1 Investment Bet Of The World's Greatest Speculator AT&amp;T INC   SP500
2017-03-15 07:15:00,$ORCL:US Macquarie Reaffirms Buy Rating for Oracle Co. (ORCL) ORACLE CORP   SP500
2017-03-15 07:12:00,$PRGO:US Perrigo Company plc (PRGO) Sets New 52-Week Low on Analyst Downgrade PERRIGO CO   SP500
2017-03-15 07:12:00,$WFM:US Whole Foods Market : fundraiser to benefit La Semilla Food Center WHOLE FOODS MARKET INC   SP500
2017-03-15 07:11:00,$WDC:US WD UN Use Big Data Competition to Fight Climate Change WESTERN DIGITAL CORP   SP500
2017-03-15 07:09:00,$NTRS:US Atmos Energy Co. (ATO) Downgraded to Hold at Zacks Investment Research NORTHERN TRUST CORP   SP500
2017-03-15 07:09:00,$BRK/B:US The 1 Investment Bet Of The World's Greatest Speculator BERKSHIRE HATHAWAY   SP500
2017-03-15 07:08:00,$BRCM:US Broadcom Ltd (AVGO) VP Sells $1131400.00 in Stock BROADCOM CORP   SP500
2017-03-15 07:08:00,$CSCO:US Cisco Systems CyberArk Check Point Software: 'Mad Money' Lightning Round CISCO SYSTEMS INC   SP500
2017-03-15 07:07:00,$QCOM:US Qualcomm's Mobile Chip Business Could Be Well-Positioned to Beat Low Expectations QUALCOMM INC   SP500
2017-03-15 07:06:00,$ACN:US Accenture Expands Capabilities in Oregon  Opens Portland Area Office ACCENTURE PLC   SP500
2017-03-15 06:17:00,Sp500 detectable stock split securement lay plans: cwm verizon activision granular snow emc j.c. penney only windstream: qOHfc
2017-03-15 06:12:00,ANTARES SP500 trading system:  trading investing futures $ES_F $SPY $QQQ
2017-03-15 05:42:00,RT LaconicFlow: I don't like  what the sp500 has been doing over the last two weeks. Might be time to short it?
2017-03-15 05:23:00,26 % of SP500 stocks ended positive today
2017-03-15 05:23:00,Today's SP500 biggest winners: $WU (+4%) $MSI (+2%) $GT (+2%). The biggest losers: $DNR (-5%) $FTR (-5%) $UAL (-5%)
2017-03-15 05:23:00,Today's top traded SP500 stocks by dollar value: Apple Amazon Facebook- $AAPL $AMZN $FB stocks stockmarket SPX
2017-03-15 05:23:00,Today 1.6 billion shares of SP500 companies were traded; -26% lower volume than previous trading day $SPY stocks stockmarket
2017-03-15 05:23:00,Today $91 billion worth of SP500 stocks were traded; -19% lower than previous trading day $SPY stocks stockmarket
2017-03-15 05:21:00,US retreats on Oil output/stores swings. Street awaits Rate quantum &amp; frequency.SP500 NASDAQ DJIA -0.34% -0.32% -0.21%.Airlines<U+2193> $UAL -4.75%
2017-03-15 04:59:00,I don't like  what the sp500 has been doing over the last two weeks. Might be time to short it?
2017-03-15 04:16:00,LEGO LEGOPirates 4184 The Black Pearl AFOL LEGObricks CollectibleLEGO CollectibleToys Toys stocks SP500 
2017-03-15 04:06:00,Alert: A 15% S&amp;P500 correction is eminent - The Federal Reserve rate increase action on 3/15/17 will spark... 
2017-03-15 03:22:00,thehill He INHERITED $250 MILLION.  Had he just invested in SP500 mutual fnds then and had done NO DEALS he'd be 4x richer today-Bloomberg
2017-03-15 03:21:00,LEGO LEGOPirates 10210 Imperial Flagship AFOL LEGObricks CollectibleLEGO CollectibleToys Toys stocks SP500 
2017-03-15 03:00:00,UNSCAMMABLE MONETARY_MAYHEM Asset inflation. Using fiat as a measuring stick. Measuring stick is important try ln(sp500)/ln(gold) weekly
2017-03-15 02:45:00,When machine learning SP500 future returns: correlation or mutual information? Both?CliffordAsness alphaarchitectÖ 
2017-03-15 01:46:00,Is The Trump Trend In Stocks Breaking Down? nasdaq sp500 dow stocks market rally 
2017-03-15 01:21:00,RT SolarHumingBird: S&amp;P 500 Performance by President Obama vs.Bush vs.Clinton vs.Reaganwho do you think wins tat hands down? reply D/RhtÖ
2017-03-15 01:21:00,RT falafeldiaper1: SJD10304 Hey they let 99% of the tax returns of the SP500 go unnoticed!
2017-03-15 01:21:00,DrSeussTrader where do you see the $SP500 going today? Last breakout in late Jan was around 2350 lvl so it fails and it should drift lower
2017-03-15 01:15:00,LEGO LEGOPirates 6263 Imperial Outpost AFOL LEGObricks CollectibleLEGO CollectibleToys Toys stocks SP500 
2017-03-15 01:08:00,Stocks &amp; Gold DOWN Bonds UP!  stocks business trading investing finance stockmarket wallstreet sp500 $spy
2017-03-15 00:45:00,SJD10304 Hey they let 99% of the tax returns of the SP500 go unnoticed!
2017-03-15 00:37:00,S&amp;P 500 Performance by President Obama vs.Bush vs.Clinton vs.Reaganwho do you think wins tat hands down? reply D/R
2017-03-14 23:56:00,RT envestim1: How the the FOMC will affect the stock market   FOMC  interestrates dowjones sp500
2017-03-14 23:55:00,RT yaani_numbers: Pretty big fn spread my 8year could make a statement like that :) 1600-2700 LMAO $spy sp500 
2017-03-14 23:48:00,How the the FOMC will affect the stock market   FOMC  interestrates dowjones sp500
2017-03-14 23:25:00,Delve into reports occurring sp500 wizard corporate stock: fan the flame with respect to oceania qualcomm chesapeake fortitude: iKOzaY
2017-03-14 23:05:00,$TWX:US New York City sues Verizon for not completing citywide fiber network TIME WARNER INC   SP500
2017-03-14 22:30:00,Path Chat: PM Futures Update (Mar-14-2017) Dow dowjones sp500 Nasdaq CrudeOil Bob_Iaccino mgarnold PathChat 
2017-03-14 22:27:00,LEGO LEGOPirates 6286 Skull's Eye Schooner AFOL LEGObricks CollectibleLEGO CollectibleToys stocks SP500 
2017-03-14 22:16:00,SP500 | Tue 14 Mar 2017 | Won: 3/7 | Lost: 4/7 | Average Win Match: 47.9% | daytrading stocks eod
2017-03-14 21:58:00,Closes in the SP500 below the 20 day moving average crossing at 2361.12 are needed to confirm that a short term top has been posted $SPY
2017-03-14 21:56:00,SP500StockMarket Performance 12.2016 to date: SPX: 2359-2396 = -1.54%; 2359-2373 = -0.59%. Cumulative to date: +25.9%.
2017-03-14 21:47:00,USclose Dow 20837.37 (down 44.11 0.2%) sp500 2365.45 (down 8.02 0.3%) Nasdaq 5856.82 (down 18.97 0.3%). Need advice? 1300 582 256
2017-03-14 21:14:00,Dow -44.11 (-0.21%) S&amp;P 500 -8.02 (-0.34%) Nasdaq -18.96 (-0.32%) ASX ausbiz DOWJONES SP500 Nasdaq
2017-03-14 20:39:00,RT GarySMorrow: GLW finishes the session with a 3.15% loss on accelerating trade(Goldman downgrade)only 6 SP500 stocks were weaker 
2017-03-14 20:36:00,RT BourseetTrading: <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>The SP500 just did something it hasn't done since 1995<U+2757><U+FE0F> trading equity WallStreet <U+23E9> elÖ
2017-03-14 20:18:00,GLW finishes the session with a 3.15% loss on accelerating trade(Goldman downgrade)only 6 SP500 stocks were weaker 
2017-03-14 18:37:00,Pretty big fn spread my 8year could make a statement like that :) 1600-2700 LMAO $spy sp500 
2017-03-14 18:31:00,RT BofAML: BofAML's Bull and Bear scenarios for the SP500 in 2017  BofAMLYearAhead 
2017-03-14 18:19:00,$ES_F SP500 bearflagging &lt;Monday's low. Breach of R/S 2359 putting pressure against 2351 head to negate inv h/s 
2017-03-14 18:07:00,RT SecurePG: Another great article from LPLResearch - Is A Lack Of Volatility A Sign Of Complacency?  StockMarkÖ
2017-03-14 17:28:00,Sp500 15 min chart is yelling something...
2017-03-14 17:24:00,Bullish butterfly in the ES_F SP500.  Maybe stocks stay bid for the rest of the day.  $SPY Harmonicpatterns 
2017-03-14 17:19:00,As per last weeks Profit Radar Report 2352 is support to watch. Brief run to ATHs still possible while above SPXÖ 
2017-03-14 17:04:00,Market is showing more signs of fatigue as we await tomorrows FOMC meeting.  marketfatigue FOMC dowjones SP500 stockmarket
2017-03-14 16:49:00,SP500 historical streaks without a 1% pullback. Currently 104 days. Record 185 days way back in 1963. 
2017-03-14 16:38:00,NiceTrade ive seen a paper showing how when a stock moves into the sp500 from the mid cap 400 it has like 1 yr of solid out performance
2017-03-14 16:15:00,anybody remember the author of the study of stock outperformance when it gets added to the SP500 index?
2017-03-14 16:10:00,Another great article from LPLResearch - Is A Lack Of Volatility A Sign Of Complacency?  StockMarket SP500
2017-03-14 16:02:00,We are excited that Raymond James has been selected for the S&amp;P 500 index! RJF SP500 
2017-03-14 16:01:00,theswapman: Nope that's just wrong. The VIX is not the inverse of the SP500. And yes it's way off the mark. ThÖ 
2017-03-14 15:43:00,SP500 Trading Signal  
2017-03-14 15:27:00,And w ~50% SP500 co rev coming from abroad the uncertainty NOT discounting the markets makes complete sense...Ö 
2017-03-14 15:26:00,WallStreet broad-based risk-off.Brent breaks $51;Energy leads declines.PPI backs Fed hike.NASDAQ SP500 DJIA -0.55% -0.45%-0.21%. $VRX-11%
2017-03-14 15:24:00,SP500 | Alexion to cut 7 percent of workforce  lay-offs restructuring
2017-03-14 15:20:00,SP500 area bears sell  still works  2370 75
2017-03-14 15:18:00,Are we too optimistic? Again if you are a long term guy ignore this tweet! <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>sp500 EPS earnings equitiesÖ 
2017-03-14 15:14:00,RT GeorgeWegwitz: everybody now focus on sp500 $spy  but what story is telling $gold GC_F 
2017-03-14 15:14:00,everybody now focus on sp500 $spy  but what story is telling $gold GC_F 
2017-03-14 15:05:00,$NVDA:US What Nvidia Needs to Avoid a Breakdown NVIDIA CORP   SP500
2017-03-14 15:05:00,$XLNX:US Xilinx Could Break Out Soon XILINX INC   SP500
2017-03-14 15:05:00,$BBY:US Does Best Buy Have Too ManyStores? BEST BUY CO INC   SP500
2017-03-14 14:53:00,RT themarketsniper: SP500 $ES_F breaks its grind line nervy start to debt ceiling day forthcoming? 
2017-03-14 14:50:00,SP500 $ES_F breaks its grind line nervy start to debt ceiling day forthcoming? 
2017-03-14 14:44:00,SP500$StockMarket Closing out SPX longs at SPX=2359.  Minor top signal.
2017-03-14 14:42:00,RT TradersCorner: Tonight on TradersCorner I discuss SP500 Top40 futures close out new long trade in Naspers. BusinessDayTV DSTV412 20Ö
2017-03-14 14:41:00,And sp500 is down 16. Oil canary still. Chirping
2017-03-14 14:41:00,BOUGHT  235775; ST  235300; CL  237100 ES ES_F SP500 CME Trading investmets invest <U+0422><U+0440><U+0435><U+0439><U+0434><U+0438><U+043D><U+0433>Ö 
2017-03-14 14:34:00,Russell 2000 ETF TWOK:Testing Daily Support from Rising Wedge so Critical for Bulls (red)SP500 SPY TradingÖ 
2017-03-14 14:33:00,RT FOREXcom: US stocks fall. SP500 down .60%. All major sectors in the red. Energy leads losses as crude oil prices resume free fall. ^JC
2017-03-14 14:33:00,US stocks fall. SP500 down .60%. All major sectors in the red. Energy leads losses as crude oil prices resume free fall. ^JC
2017-03-14 14:32:00,RT Chicagostock: Commented on StockTwits: $ES_F SP500 fail to hold 3D pivot support for 3...  
2017-03-14 14:28:00,Commented on StockTwits: $ES_F SP500 fail to hold 3D pivot support for 3...  
2017-03-14 14:26:00,RT Ole_S_Hansen: Stocks seeing some pressure from falling oil prices. Last 1% down day on SP500 occurred 154 days ago
2017-03-14 14:26:00,Stocks seeing some pressure from falling oil prices. Last 1% down day on SP500 occurred 154 days ago
2017-03-14 14:24:00,Genworth Financial Inc (NYSE:GNW) loses -2.46% on Monday-Top10 Worst Performer in SP500 NYSE GNW 
2017-03-14 14:22:00,Southwest Airlines (NYSE:LUV) loses -2.49% on Monday-Top10 Worst Performer in SP500 NYSE LUV 
2017-03-14 14:21:00,$ES Emini SP500 approaching bottom support of consolidation pattern es stocks stock options option ichimoku 
2017-03-14 14:20:00,Macy's (NYSE:M) loses -2.62% on Monday-Top10 Worst Performer in SP500 NYSE M 
2017-03-14 14:18:00,NRG Energy (NYSE:NRG) loses -2.97% on Monday-Top10 Worst Performer in SP500 NYSE NRG 
2017-03-14 14:18:00,HurstCycles ALERT: SP500: Index: Price touched 40 Day FLD from ABOVE at 2361.52 -  fb 
2017-03-14 14:16:00,The Gap (NYSE:GPS) loses -3.01% on Monday-Top10 Worst Performer in SP500 NYSE GPS 
2017-03-14 14:14:00,Tenet Healthcare (NYSE:THC) loses -3.07% on Monday-Top10 Worst Performer in SP500 NYSE THC 
2017-03-14 14:13:00,RT dwyerstrategy: 2/2 we raised our SP500 target to 2470 to buy pullback as corp sentiment should bring incr spending and multiple. Sml bÖ
2017-03-14 14:12:00,Urban Outfitters (NASDAQ:URBN) loses -3.81% on Monday-Top10 Worst Performer in SP500 NASDAQ URBN 
2017-03-14 14:10:00,Gamestop (NYSE:GME) loses -3.93% on Monday-Top10 Worst Performer in SP500 NYSE GME 
2017-03-14 14:08:00,Fossil Group Inc (NASDAQ:FOSL) loses -3.99% on Monday-Top10 Worst Performer in SP500 NASDAQ FOSL 
2017-03-14 14:08:00,Stock Market: Relax The Fed Won`t Kill The Rallywashingtonpost huffingtonpost cnn businessweek stocks sp500
2017-03-14 14:06:00,Frontier Communications (NASDAQ:FTR) loses -5.24% on Monday-Top10 Worst Performer in SP500 NASDAQ FTR 
2017-03-14 14:05:00,Tues 3/14/17   10 AM ETDow $20834 -48SP500 $2363 -10Oil $47.50Gold $1203Silver $16.90BTC $1248ETH $28.60Please Retweet
2017-03-14 14:04:00,Rockwell Collins (NYSE:COL) gains 2.15% on Monday-Top10 Best Performer in SP500 NYSE COL 
2017-03-14 14:02:00,Southwestern Energy (NYSE:SWN) gains 2.15% on Monday-Top10 Best Performer in SP500 NYSE SWN 
2017-03-14 14:00:00,Marathon Petroleum (NYSE:MPC) gains 2.25% on Monday-Top10 Best Performer in SP500 NYSE MPC 
2017-03-14 13:59:00,US stocks weighed down by slump in oil prices; Fed in focus By HareshMenghani  Equities DowJones SP500 Nasdaq
2017-03-14 13:58:00,$sp500 : 2364 watching breaks of 2350 or 2380 big ones accelerators breaks spx sp1 sp500
2017-03-14 13:58:00,Finally a 10 handle decline in SP500 - this has been like watching paint dry for a month
2017-03-14 13:58:00,Symantec (NASDAQ:SYMC) gains 2.4% on Monday-Top10 Best Performer in SP500 NASDAQ SYMC 
2017-03-14 13:56:00,NVIDIA (NASDAQ:NVDA) gains 2.75% on Monday-Top10 Best Performer in SP500 NASDAQ NVDA 
2017-03-14 13:54:00,Transocean (NYSE:RIG) gains 2.85% on Monday-Top10 Best Performer in SP500 NYSE RIG 
2017-03-14 13:52:00,Chesapeake Energy (NYSE:CHK) gains 3.5% on Monday-Top10 Best Performer in SP500 NYSE CHK 
2017-03-14 13:49:00,Delphi Automotive (NYSE:DLPH) gains 4.03% on Monday-Top10 Best Performer in SP500 NYSE DLPH 
2017-03-14 13:48:00,Due to negative SP500 opening &amp; possible bearish dayOut of $CARA to cut lossesOut of $PI to protect profitHolding only $IBIO in main port
2017-03-14 13:47:00,Wynn Resorts (NASDAQ:WYNN) gains 4.77% on Monday-Top10 Best Performer in SP500 NASDAQ WYNN 
2017-03-14 13:45:00,Citrix Systems (NASDAQ:CTXS) gains 6.79% on Monday-Top10 Best Performer in SP500 NASDAQ CTXS 
2017-03-14 13:41:00,2/2 we raised our SP500 target to 2470 to buy pullback as corp sentiment should bring incr spending and multiple.Ö 
2017-03-14 13:38:00,US Briefing 14-Mar-17: OPEC Raises Non-Cartel Oil Forecasts For 2017 BoE's Hogg Steps Down (See more  
2017-03-14 13:34:00,RT andrewbtodd: Short interest in biggest SP500 ETF also at its lowest level ever! Another check box for complacency 
2017-03-14 13:31:00,US S&amp;P500 index view....uptrend above 2378 downtrend below 2360 spx sp500 
2017-03-14 13:16:00,LEGO LEGOCreator 10224 Town Hall  AFOL LEGObricks VintageLEGO CollectibleToys Toys SP500 stocks 
2017-03-14 13:13:00,RT finsents: $DAL:US Vetr Inc. Upgrades Delta Air Lines Inc. (DAL) to Buy DELTA AIR LINES INC   SP500
2017-03-14 12:51:00,$SPX SP500 SP500 future the 30 DJIA components and 19 sectors DAILY REVIEW  trading 
2017-03-14 12:49:00,SP500 SKEW Index:Highest 20 DMA (Day Moving Avg -yellow line) EVER on SKEW$SPY $VIX  Trading Investing SP500Ö 
2017-03-14 12:42:00,RT BrixInvest: LEGO LEGOCreator Set 4954 Town House AFOL LEGObricks VintageLEGO CollectibleToys Toys SP500 stocks 
2017-03-14 12:33:00,Financial Sector ETF XLF: Still Into a Daily Rising Wedge (blue) now become Ultimate FED Sector TestTradingÖ 
2017-03-14 12:30:00,RT zeroleverage: High equity valuations another fed hike &amp; Trump's ambitious plans remain on paper. I don't think that  SP500 will likeÖ
2017-03-14 12:28:00,High equity valuations another fed hike &amp; Trump's ambitious plans remain on paper. I don't think that  SP500 will like this situation
2017-03-14 12:10:00,USDJPY challenging 115.00 round figure. To threat 117.00 a close and open above 115.55 is required. forextradingÖ 
2017-03-14 12:09:00,Brexit becomes a reality By amplifytrading  Brexit EURUSD SP500
2017-03-14 11:36:00,RT MargieTBBJ: A top TampaBay financialservices company is coming of age  $RJF SP500
2017-03-14 11:17:00,SP500 index is subdued as Fed event basically clear as the sun at noonday
2017-03-14 11:16:00,$ABBV:US Laura J. Schumacher Sells 40000 Shares of AbbVie Inc (ABBV) Stock ABBVIE INC   SP500
2017-03-14 11:16:00,$CTXS:US Will Citrix finally find a courter? CITRIX SYSTEMS INC   SP500
2017-03-14 11:14:00,$HD:US Home Depot Inc (HD) Shares Bought by Aspiriant LLC HOME DEPOT INC   SP500
2017-03-14 11:14:00,$DAL:US Vetr Inc. Upgrades Delta Air Lines Inc. (DAL) to Buy DELTA AIR LINES INC   SP500
2017-03-14 11:13:00,Tonight on TradersCorner I discuss SP500 Top40 futures close out new long trade in Naspers. BusinessDayTV DSTV412 20h30.
2017-03-14 11:05:00,A top TampaBay financialservices company is coming of age  $RJF SP500
2017-03-14 10:35:00,RT vnchanger: S&amp;P500: Holding long at 2263 nothing but optimistic By CharmerCharts  Positioning SP500
2017-03-14 10:17:00,RT DeutscheBank: USA: SP500 companies invested USD 164bn in Q4 ñ 2% less than in Q4 2015. ìTrump euphoriaî still a long way off. DrStepÖ
2017-03-14 10:16:00,RT KeithMcCullough: SP500 puts in 3 straight up days - here are your Sector Scores 
2017-03-14 10:15:00,USA: SP500 companies invested USD 164bn in Q4 ñ 2% less than in Q4 2015. ìTrump euphoriaî still a long way off. DrStephan
2017-03-14 10:05:00,At least one major US equity  index (SP500 DJ NASDAQ) will close in Green (Up) on Tuesday 14-March-2017 Paranormal Parapsychology
2017-03-14 09:51:00,What will happen to the sp500 by close if the  fomc hikes rates by 25bps tomorrow ? ï downÖ 
2017-03-14 09:50:00,S&amp;P500: Holding long at 2263 nothing but optimistic By CharmerCharts  Positioning SP500
2017-03-14 09:25:00,SP500 puts in 3 straight up days - here are your Sector Scores 
2017-03-14 08:58:00,Vision of the Ibex35 ñ Gold ñ SP500 ñ EUR/USD for the week 13/03 to 19/03 [Time of closing Long on Ibex35]Ö 
2017-03-14 08:45:00,Pound sinks to eight-week low as Brexit loomsÖ  topics_organisations_sp500 topics_organisations_nasdaq EONOMICS
2017-03-14 08:37:00,Short interest in biggest SP500 ETF also at its lowest level ever! Another check box for complacency 
2017-03-14 08:37:00,Kerim said 'sp500 First the sell off as we expected and then the bounc...'  invstreams 
2017-03-14 08:21:00,LEGO LEGOCreator Set 4954 Town House AFOL LEGObricks VintageLEGO CollectibleToys Toys SP500 stocks 
2017-03-14 08:16:00,I hear a lot about passive investments and indexing etc. But does it only work when u index to sp500 or nasdaq?
2017-03-14 08:16:00,ATOS Japan well known as ATOS ORIGINTheif ITservice's been killed my brain activities by Psychotronics Weapon for 24h nikkei VIX SP500
2017-03-14 07:57:00,Is technical analysis BS? Yes but so is fundamental analysis. That and other pearls in this podcast:  SimonPB
2017-03-14 07:47:00,BOUGHT  237025; ST  236525; CL  238025 ES ES_F SP500 CME Trading investmets invest <U+0422><U+0440><U+0435><U+0439><U+0434><U+0438><U+043D><U+0433>Ö 
2017-03-14 07:46:00,RT wanitakellyhere: RT  RT4Mom<U+2665><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>BOYCOTT<U+261E>Financials Stocks SP500 Business WRBERKLEY Insurance StockmarÖ httÖ
2017-03-14 07:30:00,Stocks rise ahead of key jobs report Asia higher SP500 in focus Forextrading Forexlive ExnessUpdates 
2017-03-14 07:20:00,DailyDAX ñ Di 14.03.2017  dailydax dax dowjones sp500 nasdaq indizes boerse trading CFD finanzen /SS
2017-03-14 07:15:00,'This Stock Market Mini-Bubble Could Burst at Any Moment' via JamesGRickards dowjones SP500 -Ö 
2017-03-14 07:13:00,$WMT:US Will Wal-Mart's New Supercenters Be ???Cool??? Enough? WAL-MART STORES INC   SP500
2017-03-14 07:13:00,$CBG:US India to attract significant capital from abroad: CBRE CB RICHARD ELLIS GROUP INC   SP500
2017-03-14 07:13:00,$FB:US Facebook bars developers from using data for surveillance FACEBOOK INC   SP500
2017-03-14 07:13:00,$WFC:US Short Interest in Wells Fargo &amp; Co (WFC) Rises By 18.7% WELLS FARGO &amp; CO   SP500
2017-03-14 07:13:00,$COF:US Man robbed Capital One bank in Shirley Suffolk police say CAPITAL ONE FINANCIAL CORP   SP500
2017-03-14 07:12:00,$MS:US Morgan Stanley Trims SEGRO plc (SGRO) Target Price to GBX 510 MORGAN STANLEY   SP500
2017-03-14 07:12:00,$JPM:US Geopark Ltd (GPRK) Upgraded to Overweight by JPMorgan Chase &amp; Co. JPMORGAN CHASE &amp; CO   SP500
2017-03-14 07:12:00,$TMO:US Thermo Fisher Scientific Inc. (TMO) VP Sells $1579743.66 in Stock THERMO FISHER SCIENTIFIC INC   SP500
2017-03-14 07:12:00,$CSC:US John M. Lawrie Sells 6000 Shares of Computer Sciences Co. (CSC) Stock COMPUTER SCIENCES CORP   SP500
2017-03-14 07:11:00,$AAPL:US Nasdaq 100 Is On Cusp Of Record High As Apple FANGs Rise APPLE INC   SP500
2017-03-14 07:11:00,$MSFT:US  UEM Group Microsoft in cloud-based digital drive MICROSOFT CORP   SP500
2017-03-14 07:11:00,$KO:US Coca-Cola Malaysia to invest RM500m in plant expansion COCA-COLA CO   SP500
2017-03-14 07:10:00,$DIS:US Dow Stock Disney Returns Like A Jedi Near Buy Zone: Investing Action Plan WALT DISNEY   SP500
2017-03-14 07:10:00,$VZ:US Verizon sought $925 million penalty for Yahoo's lax security VERIZON COMMUNICATIONS INC   SP500
2017-03-14 07:10:00,$BA:US Boeing's newest plane is also its biggest headache BOEING CO   SP500
2017-03-14 07:10:00,$GOOG:US $8.5M Google Privacy Deal Improper Ninth Circ Told GOOGLE INC   SP500
2017-03-14 07:09:00,$XOM:US At Exxon Rex Tillerson allegedly used alias email to discuss climate change EXXON MOBIL CORP   SP500
2017-03-14 07:09:00,$GS:US  Singapore bans ex-Goldman banker Leissner seeks bar on others GOLDMAN SACHS GROUP INC   SP500
2017-03-14 07:09:00,$NFLX:US Netflix Inc. (NFLX) Rating Lowered to Sell at Vetr Inc. NETFLIX INC   SP500
2017-03-14 07:08:00,$RRC:US Range Resources Corp. (RRC) Bonds Trading 1.3% Higher RANGE RESOURCES CORP   SP500
2017-03-14 07:08:00,$GD:US Vetr Inc. Downgrades General Dynamics Co. (GD) to Sell GENERAL DYNAMICS CORP   SP500
2017-03-14 07:08:00,$YHOO:US Verizon sought $925 million penalty for Yahoo's lax security YAHOO INC   SP500
2017-03-14 07:08:00,$USB:US Needham &amp; Company LLC Reiterates Buy Rating for Gigamon Inc (GIMO) U S BANCORP   SP500
2017-03-14 07:07:00,$BLL:US R David Hoover Sells 5000 Shares of Ball Co. (BLL) Stock BALL CORP   SP500
2017-03-14 07:07:00,$HAR:US Samsung Electronics : Ld SEA's Acquisition of Harman (Update) HARMAN INTERNATIONAL INDS   SP500
2017-03-14 07:07:00,$EA:US LucidSound's LS40 gaming headset looks and sounds great in every situation ELECTRONIC ARTS INC   SP500
2017-03-14 07:06:00,$PLD:US FIBRA Prologis Announces Officer Departure PROLOGIS INC   SP500
2017-03-14 07:06:00,$UPS:US  UPS Gives Top Brass a Raise Despite Missed Targets UNITED PARCEL SERVICE INC   SP500
2017-03-14 07:06:00,$CSCO:US Cisco : Sky Teams with Cisco to Launch OnPrime TV CISCO SYSTEMS INC   SP500
2017-03-14 07:05:00,$MU:US Short Semiconductors? Not Ahead Of Micron Technology's Earnings Results MICRON TECHNOLOGY INC   SP500
2017-03-14 07:05:00,$STT:US Thousands petition New York to keep 'Fearless Girl' statue STATE STREET CORP   SP500
2017-03-14 07:05:00,$ORCL:US Terix To Pay $57.4M To End Oracle's Asset Transfer Suit ORACLE CORP   SP500
2017-03-14 07:05:00,$C:US Equinix Inc. (EQIX) Raised to Buy at Citigroup Inc CITIGROUP INC   SP500
2017-03-14 06:53:00,The latest Delegando PODER The Daily News!  Thanks to lvitorovich NoticieroArg FinSentS_SP500 yahoo youtube
2017-03-14 06:40:00,Siua_Sekona KeithMcCullough RedDogT3 OMillionaires sure SP500 is overvalued but not inline with 29 00 or even 07.
2017-03-14 06:34:00,RT rswa_ru: 20170217 es spx sp500 daily 3 of (3)Elliottwave EWT US <U+043F><U+0440><U+043E><U+0433><U+043D><U+043E><U+0437> RSWA forecast 
2017-03-14 06:30:00,Review of TheHawk's trading levels for Monday SP500 US500 SPX500 SPX  
2017-03-14 06:26:00,RT KennethLFisher: America's unsustainable TradeDeficit has sustained since 1976. SP500 seems ok with it: +8247% total return since 12Ö
2017-03-14 05:56:00,World StockMarkets start the week on an up-note 13/03/2017 - JSE DJI SP500 DAX CAC LSE 
2017-03-14 04:51:00,US musters up in last half to finish mixed ahead of FOMC. Autos Tech Utilities did well. NASDAQ SP500 +0.24%+0.04% DJIA-0.10% $INTC-2%
2017-03-14 03:54:00,SP500 has collapsed after CAPE Shiller 5 yr lagged 10 yr previously. Destabilizers - 3 ratehikes Brexit EuroÖ 
2017-03-14 03:15:00,SP500StockMarket To clarify: RGB cannot generate a signal on a dime but a seeming aborted signal can revive and complete (rarely).
