text,date
"RT @JPDesloges: #Russell 2000 TWOK #ETF :
Testing Weekly Resistance from March 2014 Trendline (red) $SPY #Trading #SP500 #stocks #smallcaps…",19/03/2017 13:45
"RT @JPDesloges: #Russell 2000 TWOK #ETF :
Testing Weekly Resistance from March 2014 Trendline (red) $SPY #Trading #SP500 #stocks #smallcaps…",19/03/2017 13:44
"RT @JPDesloges: SP500 Low Beta #ETF SPLV: 
New High Ever + almost reached Daily Resistance Trendline (red) #Trading #risk #spy #sp500 #mark…",19/03/2017 13:43
"Trend Update: $VTI, #SP400, #SP600, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, long term. https://t.co/qCn5v0xIz2",19/03/2017 13:10
"SP500 Low Beta #ETF SPLV: 
New High Ever + almost reached Daily Resistance Trendline (red) #Trading #risk #spy… https://t.co/pCcrSZ1pbv",19/03/2017 13:01
@FinSentS_SP500 $UBQU article generating A LOT OF BUZZ &gt; https://t.co/ifwmfyZfbN #potstocks #mmjstocks #marijuanastocks #otcstocks,19/03/2017 12:51
Long or Short the NASDAQ using Bitcoin. Max leverage 20. #SP500 | https://t.co/sFTAk2jtgC https://t.co/KWg25tmfx8,19/03/2017 12:31
"RT @Stock_Trend_Chg: Highs (green) &amp; lows (red) for small cap, mid cap, SP500 https://t.co/PSAnfQJhUd",19/03/2017 12:30
"RT @Tripstrading: Market Update – S&amp;P500, DAX, VIX, Adidas, Nike, Apple and Facebook https://t.co/CvBGbnmAAC https://t.co/upMr0YLw6T",19/03/2017 12:17
"Trend Update: $VTI, #SP400, #SP600, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, mid term. https://t.co/qCn5v0xIz2",19/03/2017 12:10
"Market Update – S&amp;P500, DAX, VIX, Adidas, Nike, Apple and Facebook https://t.co/CvBGbnmAAC https://t.co/upMr0YLw6T",19/03/2017 11:53
S&amp;P500 Speculators Raised Bullish Net Positions For 5th Week - https://t.co/kpYOqnNvOJ https://t.co/DnMnncoH1m,19/03/2017 11:40
The Week In The Markets #FTSE #Finance #stocks #forex #sp500 #daytrading #trading https://t.co/PIuMIP4jjF,19/03/2017 11:29
"Trend Update: $VTI, #SP400, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, short term. https://t.co/qCn5v0xIz2",19/03/2017 10:40
"Delving reports thanks to sp500 drunk short stock: temple as for the states, qualcomm, chesapeake staying power,… https://t.co/iJdEb839Lu",19/03/2017 10:17
RT @BrixInvest: #LEGO #LEGOPirates 4195 Queen Ann's Revenge #AFOL #LEGObricks #CollectibleLEGO #CollectibleToys #Toys #stocks #SP500 https:…,19/03/2017 09:35
#LEGO #LEGOPirates 4195 Queen Ann's Revenge #AFOL #LEGObricks #CollectibleLEGO #CollectibleToys #Toys #stocks #SP500 https://t.co/f4rsqG7PPd,19/03/2017 09:28
RT @BO360com: The Guide to #Trading #Crudeoil by #BO360 https://t.co/Cu15GCAfGw #OPEC #SP500 #binaryoptions #fed #draghi #yellen #WTI $earn…,19/03/2017 08:52
RT @BO360com: The Guide to #Trading #Crudeoil by #BO360 https://t.co/Cu15GCAfGw #OPEC #SP500 #binaryoptions #fed #draghi #yellen #WTI $earn…,19/03/2017 08:42
RT @BO360com: The Guide to #Trading #Crudeoil by #BO360 https://t.co/Cu15GCAfGw #OPEC #SP500 #binaryoptions #fed #draghi #yellen #WTI $earn…,19/03/2017 08:38
RT @BO360com: Getting started with #BO360.com - https://t.co/qXzTJa8Ebo #binaryoptions #finance #FMQs #fed #draghi #yellen #SP500 #OPEC #tr…,19/03/2017 08:33
RT @NSFX_Trading: #Forex #news with #NSFX #yellen #USoil #SP500 #fed #draghi #USD #ECB #ETF #CFD #OPEC #WTI #euro #gold #ECN https://t.co/5…,19/03/2017 08:31
RT @NSFX_Trading: NSFX's guide to #trading #crudeoil https://t.co/HJQMH3FueB #trading #forex #oil #OPEC #SP500 #UKoil #USoil #CFD #ECN #FTS…,19/03/2017 08:30
RT @NSFX_Trading: Daily Updates with #NSFX https://t.co/LAuWIbSOQe #SP500 #fed #draghi #yellen #USoil #OPEC #WTI #euro #gold #USD #ECB #ETF…,19/03/2017 08:28
RT @NSFX_Trading: #Invest in #indices with #NSFX! https://t.co/M9SiSYyx9w #forex #trading #dowjones #OPEC #oil #crudeoil #WTI #ICE #SP500 #…,19/03/2017 08:27
RT @NSFX_Trading: 4 reasons why you should trade #crudeoil with #NSFX https://t.co/HJQMH3FueB #trading #forex #oil #OPEC #SP500 #FTSE #drag…,19/03/2017 08:26
RT @NSFX_Trading: Daily Updates with #NSFX https://t.co/LAuWIbSOQe #SP500 #fed #draghi #yellen #USoil #OPEC #WTI #euro #gold #USD #ECB #ETF…,19/03/2017 08:26
RT @NSFX_Trading: Daily Updates with #NSFX https://t.co/LAuWIbSOQe #SP500 #fed #draghi #yellen #USoil #OPEC #WTI #euro #gold #USD #ECB #ETF…,19/03/2017 08:13
RT @NSFX_Trading: 4 reasons why you should trade #crudeoil with #NSFX https://t.co/HJQMH3FueB #trading #forex #oil #OPEC #SP500 #FTSE #drag…,19/03/2017 08:13
RT @NSFX_Trading: #Invest in #indices with #NSFX! https://t.co/M9SiSYyx9w #forex #trading #dowjones #OPEC #oil #crudeoil #WTI #ICE #SP500 #…,19/03/2017 08:12
RT @NSFX_Trading: Daily Updates with #NSFX https://t.co/LAuWIbSOQe #SP500 #fed #draghi #yellen #USoil #OPEC #WTI #euro #gold #USD #ECB #ETF…,19/03/2017 08:10
RT @NSFX_Trading: NSFX's guide to #trading #crudeoil https://t.co/HJQMH3FueB #trading #forex #oil #OPEC #SP500 #UKoil #USoil #CFD #ECN #FTS…,19/03/2017 08:04
"Hey, do you know everything while trading #SP500? $GOOG $JNJ $GE https://t.co/Rwpf6Sogpu https://t.co/LyKnc93L3X",19/03/2017 07:32
$BEN:US HubSpot Inc (HUBS) Receives $63.36 Consensus PT from Analysts #FRANKLIN RESOURCES INC  https://t.co/3wIOHXOlN6 #SP500,19/03/2017 07:05
NSFX's guide to #trading #crudeoil https://t.co/HJQMH3FueB #trading #forex #oil #OPEC #SP500 #UKoil #USoil #CFD… https://t.co/w4UWB7G3rm,19/03/2017 06:50
"#SP500 #emini began &amp; ended the week hugging the median of the Nov 9 linear regression channel, but it was under th… https://t.co/gNbTEHu6RF",19/03/2017 05:15
"Hey, do you know everything while trading #SP500? $GOOG $JNJ $GE https://t.co/Rwpf6Sogpu https://t.co/QXSqyTdre2",19/03/2017 01:56
RT @3DCapital: The Feb descent in #US Bonds and #Crude and our technical indicators in the #SP500 are pointing to a return of stock vol in…,19/03/2017 01:14
"COMPREHENSIVE review &amp; forecast of the S&amp;P 500, NASDAQ, Bonds &amp; Gold: https://t.co/nBV2TKIfuE #stockmarket #wallstreet #nyse #sp500 #nasdaq",19/03/2017 01:08
RT @LeutholdGroup: Disturbing new facts about American #capitalism @JasonZweigWSJ cites #Leuthold research https://t.co/oP2ACwL2r8 via @WSJ…,19/03/2017 00:56
The Feb descent in #US Bonds and #Crude and our technical indicators in the #SP500 are pointing to a return of stock vol in coming weeks,19/03/2017 00:14
Return Update: #SP500 up 10.04% since last update (long term trend). What's your typical return on #IndexFunds?,19/03/2017 00:05
Are you Bullish or Bearish on the S&amp;P 500? Start #Trading with #Bitcoin. 20:1 Leverage. #Stocks $SPY $ES $ES_F… https://t.co/YzWh5T9E66,18/03/2017 23:35
$STI:US SunTrust Banks Research Analysts Lift Earnings Estimates for TESARO Inc (TSRO) #SUNTRUST BANKS INC  https://t.co/edHb0nT6wq #SP500,18/03/2017 23:06
Return Update: #SP500 up 9.0% since last signal (mid term trend). Imagine you invested in 3X leveraged ETF. 27.0%?,18/03/2017 23:05
@TihoBrkan Good performance for the risk your taking. Isn't SP500 up 6.7% with dividends? We are also close by up +5.93% YTD,18/03/2017 21:07
"$Ibex monthly  #spain<ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>
<ed><U+00A0><U+00BD><ed><U+00B0><U+00BB><U+2B07><U+2B06><ed><U+00A0><U+00BD><ed><U+00B0><U+0082><ed><U+00A0><U+00BD><ed><U+00B0><U+00BE> #Scalpers  #WallStreet  #Forex #trading  #Traders #Bolsa #sp500… https://t.co/qOp4C7ynpC",18/03/2017 20:37
"Hey, do you know everything while trading #SP500? $GOOG $JNJ $GE https://t.co/Rwpf6Sogpu https://t.co/iPrYpXKsPK",18/03/2017 19:51
RT @FA_Bonds: The SP500 follows a predictable pattern. We average more than 30 points a month with our software. https://t.co/7vAdGeJzkX,18/03/2017 19:12
RT @KerrySzymanski: Projections for June ES futures this week. #ES #SP500 #Stocks #Futures #Fibonacci https://t.co/1tmdtePAa6,18/03/2017 18:54
The SP500 follows a predictable pattern. We average more than 30 points a month with our software. https://t.co/7vAdGeJzkX,18/03/2017 18:48
RT @PredictValley: Today 2.1 billion shares of #SP500 companies were traded; +27% higher volume than previous trading day $SPY #stocks #sto…,18/03/2017 18:34
RT @PredictValley: Today 2.1 billion shares of #SP500 companies were traded; +0% higher volume than previous trading day $SPY #stocks #stoc…,18/03/2017 18:32
"Where is ""Percent-of-10"" heading? Break-out direction is the start for a impulsive move of the #SP500 ? https://t.co/3q0iTr19Rx",18/03/2017 17:54
RT @OleElliottWave: Elliottwave #SP500 #SPX top or breakthrough. Next 2342-2385 exit scenario at 2355. https://t.co/mzKEw36gu9,18/03/2017 16:35
RT @countingpips: S&amp;P500 Speculators raised bullish net positions for 5th week https://t.co/WeyifRf1Yd #Forex #FX,18/03/2017 16:30
S&amp;P500 Speculators raised bullish net positions for 5th week https://t.co/WeyifRf1Yd #Forex #FX,18/03/2017 16:28
"RT @Luis_CastilloP: The U.S hasn't seen a 20% Corp Tax Rate since 1939 #Trump $SPY #SP500 
via: Blackstone https://t.co/ULgzx3FeBr",18/03/2017 15:12
RT @sp500value: The #SP500 finished near record highs at 2297.42 and now 96.7% of it's fair value of 2375.70 $spy #stockmarket #investor #W…,18/03/2017 15:11
$GE:US Sony : Paramount Try to Get Off the B List - #GENERAL ELECTRIC CO  https://t.co/CL53yf0LRr #SP500,18/03/2017 15:08
$RHT:US Red Hat Inc (RHT) Receives $86.65 Average Price Target from Analysts #RED HAT INC  https://t.co/aV5Hn02UE9 #SP500,18/03/2017 15:06
$LEN:US Lennar Corp. reports earnings March 21 #LENNAR CORP  https://t.co/c1PjO8vM5e #SP500,18/03/2017 15:05
$LMT:US Lockheed Martin : to fight cyber crime for DoD #LOCKHEED MARTIN CORP  https://t.co/g91LAEmhav #SP500,18/03/2017 15:05
The SP500 follows a predictable pattern. We average more than 30 points a month with our software. https://t.co/yqy8B2lVG7,18/03/2017 14:34
"Sp500 super common stock trover foresightedness: scissure, verizon, activision snow fence, emc, j.c. penney, conjunction windstrea: DBXof",18/03/2017 14:28
Chesapeake Energy (NYSE:CHK) loses -2.94% on Friday-Top10 Worst Performer in SP500 #NYSE #CHK https://t.co/2NZOz3SVi9,18/03/2017 14:24
Regeneron Pharmaceuticals (NASDAQ:REGN) loses -3.13% on Friday-Top10 Worst Performer in SP500 #NASDAQ #REGN https://t.co/iqpN04BU2D,18/03/2017 14:22
Are you Bullish or Bearish on the S&amp;P 500? Start #Trading with #Bitcoin. 20:1 Leverage. #Stocks $SPY $ES $ES_F… https://t.co/3OhFfLobuT,18/03/2017 14:22
Nielsen (NYSE:NLSN) loses -3.13% on Friday-Top10 Worst Performer in SP500 #NYSE #NLSN https://t.co/MbGVun6cZo,18/03/2017 14:20
Computer Sciences Corporation (NYSE:CSC) loses -3.21% on Friday-Top10 Worst Performer in SP500 #NYSE #CSC https://t.co/3lZqMCQ6Zq,18/03/2017 14:18
First Solar (NASDAQ:FSLR) loses -3.49% on Friday-Top10 Worst Performer in SP500 #NASDAQ #FSLR https://t.co/WG6paarWqR,18/03/2017 14:16
T. Rowe Price Group (NASDAQ:TROW) loses -3.59% on Friday-Top10 Worst Performer in SP500 #NASDAQ #TROW https://t.co/V7nDRfnkd2,18/03/2017 14:13
Franklin Resources (NYSE:BEN) loses -3.85% on Friday-Top10 Worst Performer in SP500 #NYSE #BEN https://t.co/RmTDOf7LZ7,18/03/2017 14:11
RT @top10USstocks: Wynn Resorts (NASDAQ:WYNN) gains 3.79% on Friday-Top10 Best Performer in SP500 #NASDAQ #WYNN https://t.co/yyHuVAcqfr,18/03/2017 14:10
RT @top10USstocks: Adobe Systems (NASDAQ:ADBE) gains 3.81% on Friday-Top10 Best Performer in SP500 #NASDAQ #ADBE https://t.co/rw60oc5QVO,18/03/2017 14:10
Invesco (NYSE:IVZ) loses -4.44% on Friday-Top10 Worst Performer in SP500 #NYSE #IVZ https://t.co/ZGwbUP74T5,18/03/2017 14:09
Pitney Bowes (NYSE:PBI) loses -4.46% on Friday-Top10 Worst Performer in SP500 #NYSE #PBI https://t.co/WDZFeuGqP0,18/03/2017 14:07
Amgen Inc (NASDAQ:AMGN) loses -6.38% on Friday-Top10 Worst Performer in SP500 #NASDAQ #AMGN https://t.co/VsdDxTKlBs,18/03/2017 14:05
Navient (NASDAQ:NAVI) gains 2.39% on Friday-Top10 Best Performer in SP500 #NASDAQ #NAVI https://t.co/ssp688DrPq,18/03/2017 14:03
L Brands (NYSE:LB) gains 2.42% on Friday-Top10 Best Performer in SP500 #NYSE #LB https://t.co/zP9oVCLpQR,18/03/2017 14:01
Highest scoring stories for #SP500 under one watchlist $AAPL $WFC $XOM https://t.co/Rwpf6Sogpu&gt; https://t.co/x0effc2SyA,18/03/2017 14:00
Intl Flavors &amp; Fragrances (NYSE:IFF) gains 2.45% on Friday-Top10 Best Performer in SP500 #NYSE #IFF https://t.co/WFoMJTJO7p,18/03/2017 13:59
Genworth Financial Inc (NYSE:GNW) gains 2.46% on Friday-Top10 Best Performer in SP500 #NYSE #GNW https://t.co/UPbMzXdv7D,18/03/2017 13:57
Tiffany (NYSE:TIF) gains 2.71% on Friday-Top10 Best Performer in SP500 #NYSE #TIF https://t.co/52B2hDxuVJ,18/03/2017 13:55
"#Yellen: #GDP = noise maker. Looking at GDP, #SP500, #Fed Funds Rate, &amp; #money supply: 'Sup with that asset bubble?… https://t.co/g5wibHvOaI",18/03/2017 13:53
Staples (NASDAQ:SPLS) gains 2.74% on Friday-Top10 Best Performer in SP500 #NASDAQ #SPLS https://t.co/8CczOOR5D5,18/03/2017 13:53
Best Buy (NYSE:BBY) gains 2.79% on Friday-Top10 Best Performer in SP500 #NYSE #BBY https://t.co/8CLQzFA54F,18/03/2017 13:51
Wynn Resorts (NASDAQ:WYNN) gains 3.79% on Friday-Top10 Best Performer in SP500 #NASDAQ #WYNN https://t.co/yyHuVAcqfr,18/03/2017 13:49
Adobe Systems (NASDAQ:ADBE) gains 3.81% on Friday-Top10 Best Performer in SP500 #NASDAQ #ADBE https://t.co/rw60oc5QVO,18/03/2017 13:47
Cintas (NASDAQ:CTAS) gains 4.72% on Friday-Top10 Best Performer in SP500 #NASDAQ #CTAS https://t.co/AbsmceaPEx,18/03/2017 13:45
Getting started with #BO360.com - https://t.co/qXzTJa8Ebo #binaryoptions #finance #FMQs #fed #draghi #yellen #SP500… https://t.co/6FnpDZhrQO,18/03/2017 13:35
Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/8AADpDq862,18/03/2017 13:21
"Trend Update: $VTI, #SP400, #SP600, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, long term. https://t.co/qCn5v0xIz2",18/03/2017 13:10
"Trend Update: $VTI, #SP400, #SP600, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, mid term. https://t.co/qCn5v0xIz2",18/03/2017 12:10
"RT @finsents: $AMGN:US Amgen discounts cholesterol drug, but payers want more #AMGEN INC  https://t.co/eTuQ30rbi4 #SP500",18/03/2017 12:09
"RT @finsents: $FB:US Jan Koum Sells 2,123,302 Shares of Facebook Inc (FB) Stock #FACEBOOK INC  https://t.co/H1CBIdQlgB #SP500",18/03/2017 12:09
"RT @fxivg: #SP500 #ES #SPX #ELLIOTTWAVE #EWTAF
New instrument -  S&amp;P 500 at our website from pr0 (@rswa_ru)
Extraday analysis - https://t.c…",18/03/2017 11:53
$AIG:US AIG CEO to Receive $5 Million for Transition Service #AMERICAN INTERNATIONAL GROUP  https://t.co/99gLTrysim #SP500,18/03/2017 11:19
$GLW:US 3 Reasons Apple Is a Better Value Stock Than Corning #CORNING INC  https://t.co/AF8A5r4y5z #SP500,18/03/2017 11:19
$LMT:US Lockheed Martin : to fight cyber crime for DoD #LOCKHEED MARTIN CORP  https://t.co/yify6tAzu0 #SP500,18/03/2017 11:18
"$ESRX:US Amgen discounts cholesterol drug, but payers want more #EXPRESS SCRIPTS INC  https://t.co/Z0xwbjFKFD #SP500",18/03/2017 11:17
$WM:US Weighty issues in Far North waste reduction plan #WASTE MANAGEMENT INC  https://t.co/DCwR0DOdTM #SP500,18/03/2017 11:16
"$XOM:US Oarsman Capital Inc. Sells 7,195 Shares of Exxon Mobil Co. (XOM) #EXXON MOBIL CORP  https://t.co/Woo9n7u824 #SP500",18/03/2017 11:16
$CMG:US  Chipotle Hits Refresh on Its Board of Directors #CHIPOTLE MEXICAN GRILL INC  https://t.co/qZteryMvmK #SP500,18/03/2017 11:16
"$AMGN:US Amgen discounts cholesterol drug, but payers want more #AMGEN INC  https://t.co/eTuQ30rbi4 #SP500",18/03/2017 11:15
"$FB:US Jan Koum Sells 2,123,302 Shares of Facebook Inc (FB) Stock #FACEBOOK INC  https://t.co/H1CBIdQlgB #SP500",18/03/2017 11:15
"Trend Update: $VTI, #SP400, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, short term. https://t.co/qCn5v0xIz2",18/03/2017 10:40
"@KennethLFisher since 1971 gold has returned 8% annually, in line with SP500, albeit more volatile.",18/03/2017 10:11
RT @cryptonext: Long or Short the S&amp;P 500 using Bitcoin. Max leverage 20. #SP500 |https://t.co/sFTAk2jtgC https://t.co/rHO6DxedBU,18/03/2017 10:09
Elliottwave #SP500 #SPX top or breakthrough. Next 2342-2385 exit scenario at 2355. https://t.co/mzKEw36gu9,18/03/2017 10:07
Weekly S&amp;P500 #Stocks Trend $STX $URI $WYNN $PHM $RCL $MU $GLW $SHW $VRTX $FLR $DOW $DD $NSC $KLAC $ADI $FDX  @ https://t.co/RPeaHBZz9y,18/03/2017 10:02
Weekly S&amp;P500 #Stocks Performance $STX $URI $WYNN $PHM $RCL $WDC $DHI $MU $CSX $AVGO $GLW $SHW $NVDA $VRTX more@ https://t.co/RPeaHBZz9y,18/03/2017 10:02
Long or Short the S&amp;P 500 using Bitcoin. Max leverage 20. #SP500 |https://t.co/sFTAk2jtgC https://t.co/rHO6DxedBU,18/03/2017 09:10
RT @cryptonext: Long or Short the NASDAQ using Bitcoin. Max leverage 20. #SP500 | https://t.co/sFTAk2jtgC https://t.co/saPlSOUpsl,18/03/2017 09:08
RT @americaformom: RT4Mom<U+2665><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#BOYCOTT<U+261E>#Financials #Stocks #SP500 #Business #WRBERKLEY #Insurance #Stockmarket https://t.co/EQYgpZtSpY TY htt…,18/03/2017 08:53
Long or Short the NASDAQ using Bitcoin. Max leverage 20. #SP500 | https://t.co/sFTAk2jtgC https://t.co/saPlSOUpsl,18/03/2017 08:14
"Delve reports forward sp500 steaming eighth stock: leaping weir pertaining to land of liberty, qualcomm, chesapeake power struggle: IypHCY",18/03/2017 07:52
RT @americaformom: RT4Mom<U+2665><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#BOYCOTT<U+261E>#WRBERKLEY #NASDAQ #SP500 #WallStreet #Business #Stockmarket #Stocks #NYSE https://t.co/GXJPBWl6UF htt…,18/03/2017 07:46
RT @americaformom1: RT4MOM<U+2665><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>https://t.co/3IuLrhsAwM … #worldnews #BOYCOTT<U+261E>#WRBERKLEY #SP500 #Bloomberg #Forbes https://t.co/APQ6pmKG96 htt…,18/03/2017 07:44
"Hey, do you know everything while trading #SP500? $GOOG $JNJ $GE https://t.co/Rwpf6Sogpu https://t.co/Iynp4hFOsk",18/03/2017 07:22
"$ORCL:US Insider Selling: Oracle Co. (ORCL) Director Sells 31,750 Shares of Stock #ORACLE CORP  https://t.co/UQGaLNfdb9 #SP500",18/03/2017 07:06
$TAP:US Molson Coors (TAP) Prospects Look Bright: Should You Hold? #MOLSON COORS BREWING CO  https://t.co/r5VjNIE1EV #SP500,18/03/2017 07:05
#Market summary #Asia #Stock market overview - #Marketwatch #Djia #Nasdaq sp500 0.40 0.20 0.00 -0.20 10a 11a 1 https://t.co/bj1S2IQb3Z,18/03/2017 06:48
#Market summary #Asia #Stock market overview - #Marketwatch #Djia #Nasdaq sp500 0.40 0.20 0.00 -0.20 10a 11a 1 https://t.co/JclmD4k3Da,18/03/2017 06:48
Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/kTPIe1GgNG,18/03/2017 06:42
#SP500 &amp; #DJIA stock indexes approached a correction of 3-5% from 2375 (#SPX) &amp; 20870 (#DJIA). Good time for buy after this.,18/03/2017 04:28
RT @CalgoCbots: I added a video to a @YouTube playlist https://t.co/eIm0MS8LBe 1D Draw Trend DJ30 SP500 ASX200 DAX30 FTSE100 NIKKEI225 HK50…,18/03/2017 04:07
#LEGO #LEGOCity 10159 Lego City Airport #AFOL #LEGObricks #VintageLEGO #CollectibleLEGO #CollectibleToys #Toy #SP500 https://t.co/fncYtuie1P,18/03/2017 04:04
Why Cisco Is Spending $3.7 Billion on AppDynamics #tech #csco #stocks #sp500 #wallstreet  https://t.co/PPISjLqVXf,18/03/2017 03:58
3 Reasons Apple Is a Better Value Stock Than Corning #appl #tech #stocks #trader #sp500 #dowjones  https://t.co/ll8EbNS818,18/03/2017 03:57
[$$] Goldman Chief Blankfein Took 4% Pay Cut for 2016 #bac #c #ms #gs #bank #trader #sp500 #nasdaq https://t.co/tDLp5Rzff1,18/03/2017 03:55
RT @KerrySzymanski: Projections for June ES futures this week. #ES #SP500 #Stocks #Futures #Fibonacci https://t.co/1tmdtePAa6,18/03/2017 03:33
Look who made it to number 20 on the too paid finance apps in the app store! #trading #stock #stockmarket #dow… https://t.co/j9H1dVTST0,18/03/2017 03:11
I added a video to a @YouTube playlist https://t.co/eIm0MS8LBe 1D Draw Trend DJ30 SP500 ASX200 DAX30 FTSE100 NIKKEI225 HK50 STOXX50,18/03/2017 03:08
"RT @SpencerStuart: Average age for U.S. media board directors is 61, which is 2 years younger than the #SP500 average https://t.co/gc5JanpI…",18/03/2017 01:44
#sp500 onDay5 of dCurrent #Fibonacci 34dayJourney #fintech #Predictianalytics #AI #SaaS #dataviz #DataScience #ETF #investing #stocks @iimag,18/03/2017 01:40
SP Weekly parabolas 3/17/2017 #SP500 #ESM7 https://t.co/0uEJ08nR6j,18/03/2017 01:22
"Hey, do you know everything while trading #SP500? $GOOG $JNJ $GE https://t.co/Rwpf6Sogpu https://t.co/4qGaj7vnzs",18/03/2017 01:16
Return Update: #SP500 up 10.16% since last signal (long term trend). Awesome return! #investing #wealth,18/03/2017 01:05
Projections for June ES futures this week. #ES #SP500 #Stocks #Futures #Fibonacci https://t.co/1tmdtePAa6,18/03/2017 00:41
RT @FA_Stocks: The SP500 follows a predictable pattern. We average more than 30 points a month with our software. https://t.co/AfApvTLrqB,18/03/2017 00:06
Return Update: #SP500 up 9.12% since last signal (mid term trend). Imagine you invested in 3X leveraged ETF. 27.36%?,18/03/2017 00:05
SP daily parabolas 03/17/2017 #SP500 #ESM7 https://t.co/GX9Fvd82ul https://t.co/glfpFoxobp,17/03/2017 23:39
The SP500 follows a predictable pattern. We average more than 30 points a month with our software. https://t.co/AfApvTLrqB,17/03/2017 23:17
"@TheHonestOtter @CNN @CNBC @BBCWorld @business @RT_com 
Dose not matter the number of the stocks, #SP500 &amp; #nasdaq is going the same",17/03/2017 23:13
$M:US Macy's Inc (M) Upgraded at Vetr Inc. #MACY'S INC  https://t.co/B9xUQt8hyo #SP500,17/03/2017 23:07
$BRK/B:US Buffett's pay rises  Berkshire urges rejection of shareholder proposals #BERKSHIRE HATHAWAY  https://t.co/miq1r2Uldl #SP500,17/03/2017 23:07
$ADBE:US  Adobe's first-quarter beats as Creative Cloud demand rises #ADOBE SYSTEMS INC  https://t.co/C7ZzroF0jA #SP500,17/03/2017 23:06
$PNC:US PNC Financial Looks Vulnerable to a Decline #PNC FINANCIAL SVCS GROUP INC  https://t.co/vRPyu3ZoQJ #SP500,17/03/2017 23:06
$TIF:US  Jeweller Tiffany posts 1.3 percent rise in quarterly sales #TIFFANY &amp; CO  https://t.co/jtXLJ23OfJ #SP500,17/03/2017 23:06
$BK:US  Banks To Benefit Further As Fed Hikes Rate To 0.75-1.0%  #BANK OF NEW YORK MELLON  https://t.co/ogSxWjkKtH #SP500,17/03/2017 23:05
"$BBY:US Franklin Resources Inc. Sells 14,490 Shares of Best Buy Co Inc (BBY) #BEST BUY CO INC  https://t.co/hsOEkcxiQ4 #SP500",17/03/2017 23:05
Return Update: #SP500 up 8.98% since last signal (short term trend). What would you do in early #retirement? #RothIRA #401K,17/03/2017 23:05
$SP1! - SP500_2017/03/17 - https://t.co/czYXTENDFv,17/03/2017 22:50
SP500_2017/03/17 $SP1! https://t.co/0iEE5ORJ2Q,17/03/2017 22:48
"@TheHonestOtter @CNN @CNBC @BBCWorld @business @RT_com
Nope! It is 12 months correction, can't keep flat. Will see.
#SP500 #nasdaq #dowjones",17/03/2017 22:44
"80% of the time it works every time...

 except today when the sp500 didn't close green.",17/03/2017 22:39
RT @americaformom1: RT4Mom<U+2665><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#BOYCOTT<U+261E>#WRBERKLEY TAKES A HIT!#NASDAQ #Trading #SP500 #WallStreet #Business https://t.co/APQ6pmKG96 #NYSE ht…,17/03/2017 22:36
"The Anatomy of a Crash,IntraMarket Analysis, USDJPY, SP500 &amp; FTSE100. HVF Theory was everywhere.Grind Lines &amp; InvHVF https://t.co/JtvtEZD7x4",17/03/2017 22:05
"Suddenly the Dow Transports are staring at breakeven for 2017, now up just a little over 1% YTD, with SP500 still up over 6%.",17/03/2017 21:45
"RT @EconCalend: S&amp;P 500 Futures Sputter in Tepid Trade as Financials Slump
https://t.co/0HX5PXg0pl
#sp500 $SPX $SPY https://t.co/auO7BRXbRb",17/03/2017 21:21
Long or Short the NASDAQ using Bitcoin. Max leverage 20. #SP500 | https://t.co/sFTAk2B48a https://t.co/8vCkg6axhN,17/03/2017 21:16
@NargisFakhri Nice quote.,17/03/2017 21:09
Are you Bullish or Bearish on the S&amp;P 500? Start #Trading with #Bitcoin. 20:1 Leverage. #Stocks $SPY $ES $ES_F… https://t.co/by16KiaCVs,17/03/2017 21:07
49 % of #SP500 stocks ended positive today,17/03/2017 21:05
"Today's #SP500 biggest winners: $CTAS (+5%), $ADBE (+4%), $WYNN (+4%). The biggest losers: $AMGN (-6%), $PBI (-4%), $IVZ (-4%)",17/03/2017 21:05
Today's top traded #SP500 #stocks by dollar value: #Apple #Amgen #ProcterGamble- $AAPL $AMGN $PG #stocks #stockmarket #SPX,17/03/2017 21:05
Today 3.3 billion shares of #SP500 companies were traded; +84% higher volume than previous trading day $SPY #stocks #stockmarket,17/03/2017 21:05
